sample_ind,sample
1,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.04233266897194957, lastActions=None, length=1.0, position=(-66.44342732763876, -104.7577971546073), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.04437585536055805, lastActions=None, length=1.0, position=(-53.1614810504062, -105.11321578531238), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
51,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.01731395545017252, lastActions=None, length=1.0, position=(-63.41756033478787, -104.6106777234972), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.025497718846279018, lastActions=None, length=1.0, position=(-54.86213399122243, -105.54104910496734), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
52,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.0451050326798862, lastActions=None, length=1.0, position=(-63.63129107631252, -105.92611921300177), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.06365681955926418, lastActions=None, length=1.0, position=(-55.5250650555227, -105.37580550102884), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
53,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.08074896550445759, lastActions=None, length=1.0, position=(-64.45695562982065, -104.17523353086864), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.0784756698402148, lastActions=None, length=1.0, position=(-56.26897716607874, -104.27707891641388), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
54,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.053756756348500634, lastActions=None, length=1.0, position=(-63.178273360845616, -105.7243007630663), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.07612169230543614, lastActions=None, length=1.0, position=(-56.138094062776176, -105.51150825748321), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
55,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.05819440113344956, lastActions=None, length=1.0, position=(-62.68511664856263, -104.7097446839218), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.021960450331046984, lastActions=None, length=1.0, position=(-55.00479111596288, -105.61866125756029), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
56,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.041029393149766315, lastActions=None, length=1.0, position=(-65.61947548259366, -105.94441515926546), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.034926439937123605, lastActions=None, length=1.0, position=(-55.67892494643131, -105.61949576771981), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
57,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.015738025210036127, lastActions=None, length=1.0, position=(-64.09407685737085, -105.669129967584), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0010484220169612894, lastActions=None, length=1.0, position=(-53.909846524638766, -104.25435197333019), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
58,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.07400047776004001, lastActions=None, length=1.0, position=(-65.07253209647484, -104.90108541068145), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.022386371210855488, lastActions=None, length=1.0, position=(-56.49176219299775, -104.5198341425014), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
59,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.005905263953204244, lastActions=None, length=1.0, position=(-66.42282119648443, -104.45077925895909), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.07366537726150828, lastActions=None, length=1.0, position=(-53.13781543502319, -104.97610124218785), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
60,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.08230701855031768, lastActions=None, length=1.0, position=(-64.986984985587, -105.32909720847623), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.023191899680805813, lastActions=None, length=1.0, position=(-53.91500134313374, -105.61489000555451), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
61,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.043559154921912674, lastActions=None, length=1.0, position=(-65.85119609692899, -104.95819670095786), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0610503761245108, lastActions=None, length=1.0, position=(-56.063906996164846, -105.70900865996184), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
62,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.019348224163026333, lastActions=None, length=1.0, position=(-63.1955016131144, -104.44757171187848), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.019985578121355912, lastActions=None, length=1.0, position=(-53.817206874861114, -105.05187611935808), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
63,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.06645182205113569, lastActions=None, length=1.0, position=(-62.64325056777859, -105.74256864087418), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.02197980765193465, lastActions=None, length=1.0, position=(-53.96558681795274, -105.53845358612178), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
64,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.07131783388930016, lastActions=None, length=1.0, position=(-65.91220106196315, -104.33972380709373), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.039259790342728064, lastActions=None, length=1.0, position=(-53.2481627744044, -105.89608686270516), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
65,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.015016023453523087, lastActions=None, length=1.0, position=(-62.64172367895727, -104.83695357545423), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.049708110914410054, lastActions=None, length=1.0, position=(-53.905219707457384, -105.40242670260153), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
66,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.029729787731304073, lastActions=None, length=1.0, position=(-65.01166282875205, -105.38916040126738), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.08431914908127662, lastActions=None, length=1.0, position=(-55.68326087876854, -104.79848358052077), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
67,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.08169707102427307, lastActions=None, length=1.0, position=(-65.27434227791984, -104.96171887293923), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.02769508355323868, lastActions=None, length=1.0, position=(-52.73522162691761, -104.36391967208472), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
68,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.05482200014933036, lastActions=None, length=1.0, position=(-64.94585256810977, -105.07998227391417), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.03963400038379962, lastActions=None, length=1.0, position=(-53.23319577261895, -105.87463906270588), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
69,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0785327513886697, lastActions=None, length=1.0, position=(-62.61515159975282, -104.22416966512434), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.02371950742684169, lastActions=None, length=1.0, position=(-52.79710591850426, -105.03832964583091), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
70,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.009676219707472483, lastActions=None, length=1.0, position=(-65.87820948912463, -105.50585464673794), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.009584107783083218, lastActions=None, length=1.0, position=(-55.05718556009533, -105.7157427379753), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
71,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0858148140773051, lastActions=None, length=1.0, position=(-63.63665110954462, -105.30536424853983), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.04387525256552163, lastActions=None, length=1.0, position=(-54.992677944410545, -104.33033326858057), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
72,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0020503944672467314, lastActions=None, length=1.0, position=(-64.57464957808924, -104.97319662115738), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='1', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Subscenario', velocity=(0.0, 0.0), webotsName='SUBSCENARIO', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.06285628764111659, lastActions=None, length=1.0, position=(-52.77416665457989, -104.45111222846198), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
