sample_ind,sample
1,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.013751139563936721, lastActions=None, length=1.0, position=(-64.52228598083997, -104.03694334719783), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(14.742424242424242, -38.37755102040816), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[1.0, 1.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(52.41836734693877, -11.257575757575758), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(57.707070707070706, -37.704081632653065), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='L', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.006811504057092377, lastActions=None, length=1.0, position=(-54.78286761063895, -105.60792299085787), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
513,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.04830593204027569, lastActions=None, length=1.0, position=(-63.883050906602456, -104.17178360879748), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[1.0, 1.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(23.53030303030303, -53.88775510204081), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(53.826530612244895, -25.196969696969695), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.5, 0.5, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(63.464646464646464, -36.05102040816327), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='R', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.002116603392228345, lastActions=None, length=1.0, position=(-54.84017446299827, -105.50403286557253), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
514,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.08707959521301967, lastActions=None, length=1.0, position=(-64.40668997380826, -104.60416192569679), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(22.46969696969697, -51.683673469387756), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(54.37755102040816, -14.43939393939394), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(61.94949494949495, -54.19387755102041), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='R', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.05402120404437342, lastActions=None, length=1.0, position=(-52.54869609100322, -105.78564445219938), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
515,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.01851704771924549, lastActions=None, length=1.0, position=(-63.91562102853367, -105.25045252947864), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.5, 0.5, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(17.62121212121212, -36.11224489795919), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.5, 0.5, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(52.90816326530612, -21.71212121212121), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.5, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(62.75757575757576, -38.01020408163265), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='L', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.08673053447710058, lastActions=None, length=1.0, position=(-54.517315210438746, -105.2471687893507), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
516,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.07776954749835872, lastActions=None, length=1.0, position=(-64.51326398502438, -105.6994479617925), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 0.5, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(16.863636363636363, -52.234693877551024), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.5, 0.5, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(35.56122448979592, -18.53030303030303), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(57.4040404040404, -35.62244897959184), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='S', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.03806331149635071, lastActions=None, length=1.0, position=(-53.63481332076846, -105.90521996885383), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
517,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.04568986874091664, lastActions=None, length=1.0, position=(-64.07725821098792, -104.42845784674572), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(13.530303030303031, -51.56122448979592), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.5, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(53.94897959183673, -21.257575757575758), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[1.0, 1.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(61.84848484848485, -38.01020408163265), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='L', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.06537517311517096, lastActions=None, length=1.0, position=(-52.90480909296983, -104.83490768062838), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
518,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.02856926262329891, lastActions=None, length=1.0, position=(-64.0575377452413, -105.32092669113557), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(20.651515151515152, -37.1530612244898), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(35.98979591836735, -12.469696969696969), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(59.02020202020202, -51.5), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='S', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.08675656164460721, lastActions=None, length=1.0, position=(-53.08449009782146, -105.29401890000426), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
519,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.020114234271125884, lastActions=None, length=1.0, position=(-64.02471619404682, -105.91391879966574), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[1.0, 1.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(16.106060606060606, -53.88775510204081), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(54.37755102040816, -15.045454545454545), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[1.0, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(60.93939393939394, -52.234693877551024), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='L', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.04916934368978072, lastActions=None, length=1.0, position=(-54.38341272142107, -104.65783429363877), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
520,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.02709373543377094, lastActions=None, length=1.0, position=(-66.27606708320897, -105.26317139002666), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[1.0, 1.0, 1.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(13.530303030303031, -36.60204081632653), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(37.03061224489796, -17.31818181818182), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.5, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(63.76767676767677, -38.01020408163265), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='R', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.042951296603666776, lastActions=None, length=1.0, position=(-52.79936682577394, -105.44209434966119), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
521,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.05631893365201419, lastActions=None, length=1.0, position=(-65.73110149577889, -105.67792298308538), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.5, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(23.227272727272727, -52.47959183673469), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(36.11224489795919, -16.71212121212121), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(63.464646464646464, -52.90816326530612), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='L', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.03943113983992929, lastActions=None, length=1.0, position=(-56.10718808804432, -105.90355305628171), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
522,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.0060162467958415665, lastActions=None, length=1.0, position=(-63.92067649135338, -104.97441267873403), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(11.257575757575758, -52.90816326530612), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 1.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(53.39795918367347, -11.56060606060606), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(58.717171717171716, -53.826530612244895), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='S', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.004636620730255398, lastActions=None, length=1.0, position=(-53.31798759411354, -105.39927556169796), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
523,SpacePoint(objects=StructPoint(object0=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.03906793556178897, lastActions=None, length=1.0, position=(-65.82298007162844, -105.2024969608447), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Follower', velocity=(0.0, 0.0), webotsName='FOLLOWER', webotsObject=None, webotsType=None, width=1.0), object1=StructPoint(angularSpeed=0.0, color=[0.5, 0.5, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(23.53030303030303, -51.80612244897959), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleL', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object2=StructPoint(angularSpeed=0.0, color=[0.0, 0.0, 0.5], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(37.70408163265306, -17.772727272727273), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleS', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object3=StructPoint(angularSpeed=0.0, color=[0.5, 0.0, 0.0], controller=None, elevation=None, heading=0.0, lastActions=None, length=1.0, position=(60.13131313131313, -36.41836734693877), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='ObstacleR', velocity=(0.0, 0.0), webotsName='OBSTACLE', webotsObject=None, webotsType=None, width=1.0), object4=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=0.0, ind='R', lastActions=None, length=1.0, mode='smc', position=(0, 0), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Scenario', velocity=(0.0, 0.0), webotsName='SCENARIO', webotsObject=None, webotsType=None, width=1.0), object5=StructPoint(angularSpeed=0.0, controller=None, elevation=None, heading=-0.015282879139382853, lastActions=None, length=1.0, position=(-53.496508574908525, -105.48055967980316), positionOffset=(0.0, 0.0), resetController=True, rotationOffset=0.0, speed=0.0, type='Lead', velocity=(0.0, 0.0), webotsName='LEAD', webotsObject=None, webotsType=None, width=1.0)), params=StructPoint())
